bld=01 node=26 id=O1L_KIZ
     DATE;  TIME;     ENE;    VOL;  VLT; RLT;
25_07_2012; 00:00:45; 535.700; 0.000; 26.30; 24.50;
25_07_2012; 00:48:45; 535.700; 0.000; 26.20; 24.60;
25_07_2012; 01:36:45; 535.700; 0.000; 26.20; 24.70;
25_07_2012; 02:24:45; 535.700; 0.000; 26.20; 24.70;
25_07_2012; 03:12:45; 535.700; 0.000; 26.30; 24.60;
25_07_2012; 04:00:45; 535.700; 0.000; 26.20; 24.70;
25_07_2012; 04:48:45; 535.700; 0.000; 26.20; 24.60;
25_07_2012; 05:36:45; 535.700; 0.000; 26.20; 24.60;
25_07_2012; 06:24:45; 535.700; 0.000; 26.20; 24.60;
25_07_2012; 07:12:45; 535.700; 0.000; 26.20; 24.70;
25_07_2012; 08:00:45; 535.700; 0.000; 26.30; 24.60;
25_07_2012; 08:48:45; 535.700; 0.000; 26.20; 24.60;
25_07_2012; 09:37:45; 535.700; 0.000; 26.30; 24.70;
25_07_2012; 10:25:45; 535.700; 0.000; 26.40; 24.70;
25_07_2012; 11:13:45; 535.700; 0.000; 26.40; 24.80;
25_07_2012; 12:01:45; 535.700; 0.000; 26.50; 24.80;
25_07_2012; 12:49:45; 535.700; 0.000; 26.50; 25.00;
25_07_2012; 13:38:45; 535.700; 0.000; 26.50; 25.00;
25_07_2012; 14:26:45; 535.700; 0.000; 26.60; 25.10;
25_07_2012; 15:14:45; 535.700; 0.000; 26.70; 25.10;
25_07_2012; 16:02:45; 535.700; 0.000; 26.60; 25.20;
25_07_2012; 16:50:45; 535.700; 0.000; 26.70; 25.10;
25_07_2012; 17:38:45; 535.700; 0.000; 26.70; 25.10;
25_07_2012; 18:26:45; 535.700; 0.000; 26.70; 25.20;
25_07_2012; 19:14:45; 535.700; 0.000; 26.90; 25.20;
25_07_2012; 20:02:45; 535.700; 0.000; 26.70; 25.20;
25_07_2012; 20:50:45; 535.700; 0.000; 26.80; 25.30;
25_07_2012; 21:38:45; 535.700; 0.000; 26.90; 25.30;
25_07_2012; 22:26:45; 535.700; 0.000; 26.90; 25.30;
25_07_2012; 23:16:45; 535.700; 0.000; 26.90; 25.40;
