pKey;JobStartDate;JobEndDate;APINumber;StateNumber;CountyNumber;OperatorName;WellName;Latitude;Longitude;Projection;TVD;TotalBaseWaterVolume;TotalBaseNonWaterVolume;StateName;CountyName;FFVersion;FederalWell;IndianWell
628DADA9-9339-4E7A-8218-DADF802067FA;2010-05-16 00:00:00.000;2010-05-16 00:00:00.000;47097037490000;47;97;CONSOL Energy Inc.;ALT1AHS;38,794471;-80,184449;NAD27;NULL;NULL;NULL;WV;Upshur;1;0;0
0A36FA52-596C-455F-97FC-52ABD03B9F5B;2010-05-21 00:00:00.000;2010-05-21 00:00:00.000;37059252420000;37;59;CONSOL Energy Inc.;NV-22ACV;39,98248;-80,29542;NAD27;NULL;NULL;NULL;PA;Greene;1;0;0
3934F1C2-58B2-4EED-971A-3646C32FEE0F;2010-05-22 00:00:00.000;2010-05-22 00:00:00.000;37059251450000;37;59;CONSOL Energy Inc.;NV-22CV;39,98264;-80,29549;NAD27;NULL;NULL;NULL;PA;Greene;1;0;0
E3ABB598-61AF-4533-88EC-F63F0EEF82EA;2010-05-25 00:00:00.000;2010-05-25 00:00:00.000;42003437890000;42;3;Quantum Resources Management, LLC;Gray, Columbus Etal #1935;32,228097;-102,670937;NAD27;NULL;NULL;NULL;Texas;Andrews;1;0;0
1037EBDC-292C-4D05-B40D-6520A8020CDF;2010-05-25 00:00:00.000;2010-05-25 00:00:00.000;42003437860000;42;3;Quantum Resources Management, LLC;Gray, Columbus Etal #1951;32,237127;-102,66506;NAD27;NULL;NULL;NULL;Texas;Andrews;1;0;0
D01B43ED-7F7D-4EF2-B677-C614F6A35CB0;2010-05-26 00:00:00.000;2010-05-26 00:00:00.000;47097037510000;47;97;CONSOL Energy Inc.;ALT1CHS;38,794571;-80,184393;NAD27;NULL;NULL;NULL;WV;Upshur;1;0;0
F2B7B421-1A44-410A-9D56-CB3995CB1257;2010-05-27 00:00:00.000;2010-05-27 00:00:00.000;47097037500000;47;97;CONSOL Energy Inc.;ALT1BHS;38,794471;-80,184449;NAD27;NULL;NULL;NULL;WV;Upshur;1;0;0
B1EF7049-2A18-4144-896F-28FC8DF214DE;2010-05-27 00:00:00.000;2010-05-27 00:00:00.000;47097037520000;47;97;CONSOL Energy Inc.;ALT1DHS;38,79462;-80,184362;NAD27;NULL;NULL;NULL;WV;Upshur;1;0;0
178A1019-F557-41B2-AB86-E4D5A0086493;2010-06-11 00:00:00.000;2010-06-11 00:00:00.000;33105017610000;33;105;Statoil Oil & Gas LP;Owan 29-32 #1H  ;48,139518;-103,952588;NAD83;NULL;NULL;NULL;North Dakota;Williams;1;0;0
E25CDE44-9F3F-4984-9317-5ABDD73A6C29;2010-06-29 00:00:00.000;2010-06-29 00:00:00.000;33053030970000;33;53;Statoil Oil & Gas LP;Sedlacek Trust 33-4 #1H;47,9489783;-103,99519;NAD83;NULL;NULL;NULL;North Dakota;McKenzie;1;0;0
1E81E5F3-6197-439E-B833-3A380AC9853E;2010-06-30 00:00:00.000;2010-06-30 00:00:00.000;37059252790000;37;59;Energy Corporation of America;Gribble Unit  4 MH;39,869122;-80,013033;NAD27;8300;2791992;NULL;PA;Greene;1;0;0
3C46E787-1FB8-4613-9885-CBF9D7BA0423;2010-06-30 00:00:00.000;2010-06-30 00:00:00.000;37059252800000;37;59;Energy Corporation of America;Gribble Unit  5 MH;39,869144;-80,013078;NAD27;8300;2586402;NULL;PA;Greene;1;0;0
7EC7C131-6626-4C4C-A91C-7B61BE3F8896;2010-06-30 00:00:00.000;2010-06-30 00:00:00.000;37059253470000;37;59;Energy Corporation of America;Gribble Unit 6 MH;39,869178;-80,013122;NAD27;8200;2873430;NULL;PA;Greene;1;0;0
FCE46934-EE59-46EC-8755-893DC4D4CCDE;2010-07-06 00:00:00.000;2010-07-06 00:00:00.000;37131200240000;37;131;Citrus Energy Corporation;Procter & Gamble Mehoopany Plt 4 1 H;41,577036;-76,044367;NAD83;7595;1660848;NULL;Pennsylvania;Wyoming;1;0;0
A02ACC0A-C89F-40F4-BE45-ACDD65CEEC78;2010-07-25 00:00:00.000;2010-07-25 00:00:00.000;37059252650000;37;59;CONSOL Energy Inc.;NV-17BCV;40,00482;-80,28806;NAD27;NULL;NULL;NULL;PA;Greene;1;0;0
23C8E2A7-1283-4A39-9025-D8C19FE8F091;2010-07-27 00:00:00.000;2010-07-27 00:00:00.000;37059252780000;37;59;Energy Corporation of America;Gribble Unit 3 MH;39,869097;-80,012989;NAD27;8300;6199074;NULL;PA;Greene;1;0;0
72AE1159-D4CB-4DE2-8FD8-B7BD3F10B0F2;2010-07-27 00:00:00.000;2010-07-27 00:00:00.000;37059252650000;37;59;CONSOL Energy Inc.;NV-17DCV;40,00485;-80,28816;NAD27;NULL;NULL;NULL;PA;Greene;1;0;0
A35C73AC-42FF-4E08-9D6C-00CB72507BB5;2010-08-04 00:00:00.000;2010-08-04 00:00:00.000;33061012780000;33;61;Statoil Oil & Gas LP;Wright 4-33 #1H;48,270213;-102,645184;NAD83;NULL;NULL;NULL;North Dakota;Mountrail;1;0;0
6A982552-3D18-4F36-B437-02E01C6EB151;2010-08-10 00:00:00.000;2010-08-10 00:00:00.000;3141114450000;3;141;Southwestern Energy ;LINN CONAL 10-12 3-7H1;35,514314;-92,315682;NAD27;NULL;NULL;NULL;Arkansas;VAN BUREN;1;0;0
EF33641D-6D28-419F-A348-B9C64CA5D48C;2010-08-14 00:00:00.000;2010-08-14 00:00:00.000;37059253130000;37;59;Energy Corporation of America;Gribble Unit  1 MH;39,869053;-80,0129;NAD27;8142;3326946;NULL;PA;Greene;1;0;0
E0ED0CDD-1604-47D7-8E5C-CBC136CE3FF7;2010-08-15 00:00:00.000;2010-08-15 00:00:00.000;37059252770000;37;59;Energy Corporation of America;Gribble Unit  2 MH;39,869075;-80,012944;NAD27;8300;2836428;NULL;PA;Greene;1;0;0
5CD7A844-974E-4B91-804F-144DF25A73D9;2010-08-20 00:00:00.000;2010-08-20 00:00:00.000;5069064000000;5;69;Black Diamond Minerals LLC;Community #7;40,656255;-105,041223;NAD83;NULL;NULL;NULL;CO;Larimer;1;0;0
6440DFF3-6B2E-4AE7-81E3-11027048D578;2010-08-30 00:00:00.000;2010-09-05 00:00:00.000;42123323200000;42;123;BHP Billiton Petroleum ;Lanik B 1H;29,015252;-97,638083;NAD27;13229;4155126;0;Texas;DeWitt;2;0;0
075C71BF-6565-4758-8AF3-7A49ED5851E4;2010-08-30 00:00:00.000;2010-09-05 00:00:00.000;42123323200000;42;123;Devon Energy Production Company L. P.;Lanik B 1H;29,005491;-97,38171;NAD83;13229;4155126;0;Texas;DeWitt;2;0;0
4A4CE395-48F2-44D2-B3B4-BB5A50ACF520;2010-09-07 00:00:00.000;2010-09-07 00:00:00.000;37131200250000;37;131;Citrus Energy Corporation;Procter & Gamble Mehoopany Plt 1 1 H;41,572598;-76,031757;NAD83;7442;4469136;NULL;Pennsylvania;Wyoming;1;0;0
6BFF6C0B-8B1D-44C0-B4FD-7FE0B794E214;2010-09-08 00:00:00.000;2010-09-08 00:00:00.000;37059251380000;37;59;Energy Corporation of America;Fuller  #1MH;39,872094;-80,003881;NAD27;8107;3597930;NULL;PA;Greene;1;0;0
85EC9084-F745-4158-AB5A-0BCC77033A8C;2010-09-09 00:00:00.000;2010-09-09 00:00:00.000;37059251400000;37;59;Energy Corporation of America;Fuller #3MH;39,872061;-80,003797;NAD27;8083;3221736;NULL;PA;Greene;1;0;0
89F09135-CE88-4D95-B08A-CCE0C636804E;2010-09-15 00:00:00.000;2010-09-15 00:00:00.000;5045188280000;5;45;WPX Energy;SP 411-14;39,4405181;-107,9727286;NAD83;NULL;NULL;NULL;Colorado;Garfield;1;0;0
F2396E1F-B362-4212-93EF-C61DDFE3B4C7;2010-09-20 00:00:00.000;2010-09-20 00:00:00.000;5045195690000;5;45;WPX Energy;KP 414-23;39,509026;-107,524546;NAD83;NULL;NULL;NULL;Colorado;Garfield;1;0;0
7B4BEEB9-4D19-44D6-ABB6-BE4B709A8166;2010-09-21 00:00:00.000;2010-09-21 00:00:00.000;37105216510000;37;105;Pennsylvania General Energy;Pine Hill #2413;41,61479;-77,8764;NAD83;6200;6169894;NULL;Pennsylvania;Potter;1;0;0
78BC389E-BCFA-466D-ACE1-835C05562F81;2010-09-22 00:00:00.000;2010-09-22 00:00:00.000;35129234210000;35;129;Ward Petroleum;Barber 1-21 H;35,84182;-99,74909;NAD83;NULL;NULL;NULL;Oklahoma;Roger Mills;1;0;0
E4612844-D742-4279-9224-ADAD6FD92401;2010-09-22 18:24:00.000;2011-02-02 23:01:27.000;33061012320000;33;61;Hess Corporation; RS-Nelson Farms 156-90-2829H-1;48,304338;-102,243329;NAD27;9168;907251;0;North Dakota;Mountrail;2;0;0
