weather_HB37; 11_11_2010;
 DATE;    TIME;     TE;    DR;     LX;    SO;    WR;     FE;     WG;     WS;      WD;      WC;     WV;       TK;      UH;   
11_11_2010; 08:24:15; 5.04; 989.25; 7885.50; 78.81; 205.76; 95.05; 5.40; 8.69; 6.30; 5.04; 232.11; 125.20; 222.23; 
11_11_2010; 08:48:15; 5.46; 989.29; 11825.50; 85.92; 238.60; 93.18; 4.74; 4.95; 4.05; 5.46; 232.80; 126.99; 219.90; 
11_11_2010; 09:12:15; 5.95; 989.40; 17127.00; 146.24; 268.73; 89.69; 3.03; 4.91; 3.89; 5.95; 256.45; 128.34; 225.65; 
11_11_2010; 09:36:15; 6.92; 989.40; 22351.54; 200.87; 241.12; 84.59; 3.23; 3.72; 2.67; 6.92; 246.37; 130.83; 225.01; 
11_11_2010; 10:00:15; 7.45; 989.40; 27378.50; 262.60; 235.99; 80.03; 2.68; 2.68; 2.68; 7.45; 271.97; 132.45; 218.14; 
11_11_2010; 10:24:15; 7.84; 989.40; 32871.00; 320.65; 206.34; 74.66; 6.18; 6.60; 6.18; 7.84; 206.34; 133.55; 221.73; 
11_11_2010; 10:48:15; 8.44; 989.40; 39548.00; 268.30; 218.07; 71.89; 15.70; 15.70; 14.88; 2.95; 218.65; 135.98; 224.69; 
11_11_2010; 11:12:15; 8.50; 989.40; 34604.00; 325.77; 227.85; 69.38; 14.22; 14.22; 10.73; 3.68; 190.32; 134.66; 228.04; 
11_11_2010; 11:36:15; 9.05; 989.40; 41195.00; 332.32; 160.45; 70.37; 14.02; 14.81; 12.53; 4.44; 168.50; 136.96; 224.82; 
11_11_2010; 12:00:15; 8.25; 989.40; 26111.00; 191.19; 167.99; 71.26; 10.61; 17.66; 11.59; 5.29; 223.83; 133.89; 217.05; 
11_11_2010; 12:24:15; 8.31; 989.40; 22477.00; 169.00; 259.82; 71.89; 8.08; 11.72; 7.80; 7.01; 279.64; 133.57; 217.00; 
11_11_2010; 12:48:15; 8.33; 989.40; 29618.00; 228.46; 247.81; 68.67; 13.56; 15.45; 12.14; 3.80; 229.64; 133.99; 220.15; 
11_11_2010; 13:12:15; 8.17; 989.40; 21632.00; 152.50; 261.46; 69.74; 10.96; 14.81; 13.03; 5.00; 257.91; 133.66; 226.21; 
11_11_2010; 13:36:15; 8.36; 989.40; 22519.50; 166.44; 269.12; 68.13; 10.29; 10.84; 10.29; 5.61; 269.12; 133.15; 219.57; 
11_11_2010; 14:00:15; 8.44; 989.40; 19984.50; 152.50; 298.44; 66.79; 6.35; 7.47; 7.01; 8.44; 255.27; 133.97; 227.23; 
11_11_2010; 14:24:15; 8.33; 989.40; 20153.50; 137.70; 173.25; 67.77; 23.52; 24.58; 20.48; 0.03; 188.57; 133.25; 218.16; 
11_11_2010; 14:48:15; 8.58; 989.40; 16008.50; 111.81; 276.84; 67.77; 6.64; 8.28; 7.12; 8.41; 261.28; 134.14; 217.60; 
11_11_2010; 15:12:15; 8.61; 989.40; 8663.75; 59.46; 214.39; 67.95; 6.03; 6.63; 5.93; 8.61; 228.96; 133.48; 219.21; 
11_11_2010; 15:36:15; 8.50; 989.40; 3994.31; 27.88; 235.70; 67.06; 5.78; 17.12; 9.67; 8.50; 188.72; 133.16; 229.43; 
11_11_2010; 16:00:15; 8.58; 989.40; 2340.56; 16.50; 208.67; 64.37; 13.75; 21.66; 16.55; 4.00; 187.06; 133.44; 218.96; 
11_11_2010; 16:24:15; 8.61; 989.40; 646.95; 5.12; 201.69; 63.93; 11.68; 27.88; 18.48; 5.09; 190.03; 133.78; 221.85; 
11_11_2010; 16:48:15; 8.69; 989.40; 40.43; 0.00; 188.71; 62.14; 34.33; 34.33; 34.33; -2.02; 188.71; 134.07; 220.51; 
11_11_2010; 17:12:15; 8.91; 989.03; 0.00; 0.00; 199.37; 59.72; 22.18; 23.32; 22.62; 1.20; 187.69; 133.84; 231.51; 
11_11_2010; 17:36:15; 9.16; 988.29; 0.00; 0.00; 240.25; 55.16; 16.33; 16.82; 15.89; 3.57; 196.69; 134.89; 229.99; 
11_11_2010; 18:00:15; 8.64; 987.84; 0.00; 0.00; 264.47; 59.28; 8.69; 16.72; 12.70; 6.94; 263.10; 134.31; 229.83; 
11_11_2010; 18:24:15; 6.89; 987.20; 0.00; 1.42; 165.44; 78.24; 17.12; 24.58; 19.70; 0.43; 183.02; 127.58; 218.71; 
11_11_2010; 18:48:15; 6.20; 986.45; 0.00; 0.56; 189.68; 85.39; 10.22; 19.93; 12.80; 3.25; 193.37; 125.84; 218.35; 
11_11_2010; 19:12:15; 6.73; 985.70; 0.00; 1.13; 176.40; 84.23; 13.25; 13.25; 8.40; 2.06; 201.68; 127.57; 228.34; 
11_11_2010; 19:36:15; 7.12; 985.34; 0.00; 1.70; 229.60; 81.82; 11.50; 23.32; 16.86; 3.49; 236.05; 127.17; 228.07; 
11_11_2010; 20:00:15; 6.67; 984.76; 0.00; 1.42; 225.14; 87.36; 14.58; 14.58; 14.58; 1.32; 233.92; 126.35; 227.91; 
11_11_2010; 20:24:15; 6.81; 984.10; 0.00; 2.27; 158.52; 92.91; 10.36; 10.36; 8.76; 3.84; 174.15; 126.65; 222.49; 
11_11_2010; 20:48:15; 7.12; 983.43; 0.00; 1.42; 228.24; 93.62; 17.89; 21.16; 18.80; 0.39; 217.41; 127.71; 232.39; 
11_11_2010; 21:12:15; 7.70; 982.90; 0.00; 1.13; 262.72; 95.50; 9.62; 17.34; 12.47; 5.30; 258.80; 129.25; 222.57; 
11_11_2010; 21:36:15; 8.14; 982.51; 0.00; 1.13; 180.38; 93.80; 20.53; 39.46; 22.48; 0.72; 222.71; 129.80; 229.25; 
11_11_2010; 22:00:15; 9.19; 981.89; 0.00; 0.85; 254.49; 88.52; 12.06; 15.79; 10.89; 5.56; 244.46; 132.98; 226.68; 
11_11_2010; 22:24:15; 10.27; 981.48; 0.00; 0.00; 285.12; 83.60; 11.37; 25.03; 15.17; 7.15; 248.60; 137.27; 220.12; 
11_11_2010; 22:48:15; 10.87; 981.17; 0.00; 0.00; 211.96; 81.55; 17.12; 21.00; 14.59; 5.39; 224.62; 138.62; 229.22; 
11_11_2010; 23:12:15; 10.77; 980.82; 0.00; 0.00; 227.66; 84.14; 19.65; 27.59; 16.00; 4.41; 221.02; 137.53; 221.52; 
11_11_2010; 23:36:15; 11.77; 980.25; 0.00; 0.00; 258.75; 79.13; 11.41; 11.41; 11.41; 8.84; 216.10; 140.51; 232.36; 
