weather_HB37; 16_11_2010;
 DATE;    TIME;     TE;    DR;     LX;    SO;    WR;     FE;     WG;     WS;      WD;      WC;     WV;       TK;      UH;   
16_11_2010; 10:00:15; 5.04; 996.15; 12749.50; 75.96; 335.73; 099.80; 5.09; 5.18; 4.67; 5.04; 325.03; 125.53; 227.38; 
16_11_2010; 10:24:15; 5.21; 996.26; 15667.00; 101.00; 345.43; 099.80; 6.77; 11.33; 9.08; 4.89; 3.28; 126.12; 219.66; 
16_11_2010; 10:48:15; 5.29; 996.28; 14987.00; 95.88; 23.06; 099.80; 8.53; 8.53; 6.26; 3.48; 338.96; 125.47; 224.33; 
16_11_2010; 11:12:15; 5.18; 996.50; 11679.50; 68.85; 22.08; 099.80; 5.77; 5.77; 3.84; 5.18; 345.96; 126.26; 223.41; 
16_11_2010; 11:36:15; 5.24; 996.50; 17856.50; 105.55; 311.00; 099.80; 8.06; 8.06; 5.67; 3.80; 335.88; 126.11; 224.98; 
16_11_2010; 12:00:15; 5.37; 996.50; 21970.00; 138.27; 303.57; 98.81; 6.64; 7.42; 6.64; 5.18; 303.57; 126.23; 223.21; 
16_11_2010; 12:24:15; 5.43; 996.50; 16786.50; 106.12; 293.11; 99.53; 6.16; 6.66; 6.11; 5.43; 316.16; 126.16; 224.19; 
16_11_2010; 12:48:15; 5.68; 996.50; 19218.50; 120.35; 155.19; 98.72; 2.15; 2.98; 2.40; 5.68; 155.10; 125.90; 225.51; 
16_11_2010; 13:12:15; 5.57; 996.50; 12603.75; 75.68; 316.23; 98.09; 4.68; 4.72; 4.44; 5.57; 331.28; 126.37; 221.01; 
16_11_2010; 13:36:15; 5.68; 996.50; 10171.50; 66.86; 318.22; 96.04; 5.81; 7.92; 6.85; 5.68; 310.78; 126.98; 224.08; 
16_11_2010; 14:00:15; 5.84; 996.50; 6815.50; 42.96; 305.28; 96.40; 2.53; 2.73; 2.42; 5.84; 307.91; 127.21; 227.82; 
16_11_2010; 14:24:15; 5.95; 996.50; 8031.50; 49.79; 301.39; 94.61; 5.02; 6.03; 5.19; 5.95; 300.57; 127.21; 218.13; 
16_11_2010; 14:48:15; 5.90; 996.50; 6864.12; 41.82; 310.42; 95.77; 5.90; 6.91; 6.20; 5.90; 335.60; 126.68; 226.66; 
16_11_2010; 15:12:15; 5.57; 996.50; 8177.37; 57.47; 317.18; 97.83; 3.60; 8.12; 6.25; 5.57; 317.78; 126.62; 222.76; 
16_11_2010; 15:36:15; 5.62; 996.50; 5696.75; 40.40; 316.71; 98.63; 3.53; 3.53; 3.53; 5.62; 316.71; 125.86; 226.32; 
16_11_2010; 16:00:15; 5.62; 996.50; 3167.43; 26.17; 314.04; 98.81; 5.45; 5.45; 4.90; 5.62; 310.23; 126.41; 224.19; 
16_11_2010; 16:24:15; 5.65; 996.50; 1173.18; 12.51; 264.85; 97.11; 2.39; 2.93; 2.56; 5.65; 348.01; 126.79; 218.01; 
16_11_2010; 16:48:15; 5.76; 996.50; 161.73; 4.55; 300.63; 95.86; 4.68; 4.68; 3.08; 5.76; 32.55; 126.90; 224.00; 
16_11_2010; 17:12:15; 5.73; 996.50; 0.00; 1.70; 34.14; 94.61; 3.66; 3.66; 3.38; 5.73; 34.18; 126.84; 220.83; 
16_11_2010; 17:36:15; 5.84; 996.50; 0.00; 0.56; 323.84; 94.34; 1.62; 1.71; 1.39; 5.84; 323.60; 127.31; 221.61; 
16_11_2010; 18:00:15; 5.87; 996.50; 0.00; 0.56; 306.62; 95.50; 0.00; 0.00; 0.00; 5.87; -099997.00; 127.48; 222.41; 
16_11_2010; 18:24:15; 5.84; 996.50; 0.00; 0.85; 327.17; 94.88; 0.00; 0.00; 0.00; 5.84; -099997.00; 127.06; 222.96; 
16_11_2010; 18:48:15; 5.87; 996.50; 0.00; 0.85; 310.33; 94.07; 2.03; 2.03; 2.03; 5.87; 310.33; 127.41; 227.25; 
16_11_2010; 19:12:15; 5.65; 996.50; 0.00; 1.13; 14.92; 91.48; 10.76; 10.76; 10.52; 2.28; 13.79; 127.21; 216.11; 
16_11_2010; 19:36:15; 5.57; 996.50; 0.00; 1.70; 11.75; 91.21; 7.73; 7.90; 6.97; 4.41; 15.88; 126.65; 223.95; 
16_11_2010; 20:00:15; 5.48; 996.50; 0.00; 1.13; 32.33; 91.03; 3.82; 4.51; 4.18; 5.48; 32.44; 126.65; 221.87; 
16_11_2010; 20:24:15; 5.37; 996.50; 0.00; 2.56; 332.50; 90.22; 5.22; 5.22; 4.91; 5.37; 330.23; 125.77; 216.75; 
16_11_2010; 20:48:15; 5.29; 996.50; 0.00; 1.70; 15.07; 90.49; 3.71; 5.57; 4.52; 5.29; 15.12; 126.20; 229.69; 
16_11_2010; 21:12:15; 5.04; 996.50; 0.00; 1.99; 358.85; 91.30; 5.80; 6.39; 6.00; 5.04; 5.73; 125.40; 1.52; 
16_11_2010; 21:36:15; 4.90; 996.50; 0.00; 1.13; 32.33; 92.19; 1.43; 1.54; 1.06; 4.90; 32.46; 125.06; 1.45; 
16_11_2010; 22:00:15; 4.79; 996.50; 0.00; 1.42; 22.00; 92.82; 3.21; 3.68; 3.27; 4.79; 22.23; 125.41; 222.82; 
16_11_2010; 22:24:15; 4.71; 996.50; 0.00; 1.70; 30.82; 92.73; 4.42; 4.42; 4.42; 4.71; 30.83; 125.53; 216.37; 
16_11_2010; 22:48:15; 4.74; 996.50; 0.00; 1.42; 29.84; 93.44; 0.00; 0.00; 0.00; 4.74; -099997.00; 125.27; 220.82; 
16_11_2010; 23:12:15; 4.65; 996.50; 0.00; 1.70; 2.63; 93.53; 2.87; 2.87; 2.74; 4.65; 2.57; 125.47; 225.85; 
16_11_2010; 23:36:15; 4.65; 996.50; 0.00; 1.70; 2.33; 93.62; 1.47; 1.75; 1.67; 4.65; 2.38; 125.66; 217.54; 
