weather_HB37; 18_11_2010;
 DATE;    TIME;     TE;    DR;     LX;    SO;    WR;     FE;     WG;     WS;      WD;      WC;     WV;       TK;      UH;   
18_11_2010; 10:24:15; 5.29; 992.54; 18343.00; 129.74; 236.38; 90.58; 3.91; 3.91; 2.99; 5.29; 238.01; 126.31; 219.25; 
18_11_2010; 10:48:15; 5.73; 992.54; 20069.00; 137.13; 248.00; 87.90; 3.43; 3.56; 3.43; 5.73; 248.01; 127.50; 221.07; 
18_11_2010; 11:12:15; 5.95; 992.54; 21336.50; 155.06; 265.63; 86.74; 1.84; 1.84; 1.84; 5.95; 266.25; 129.21; 223.72; 
18_11_2010; 11:36:15; 5.90; 992.54; 18684.54; 125.75; 251.97; 86.65; 2.92; 3.04; 2.98; 5.90; 251.63; 128.98; 224.70; 
18_11_2010; 12:00:15; 7.09; 992.54; 21970.00; 166.73; 243.45; 82.00; 3.30; 3.79; 3.42; 7.09; 243.32; 130.61; 223.95; 
18_11_2010; 12:24:15; 6.70; 992.54; 12895.50; 86.20; 274.08; 84.68; 3.23; 3.29; 2.99; 6.70; 271.42; 130.11; 222.58; 
18_11_2010; 12:48:15; 6.78; 992.54; 11387.50; 73.40; 253.82; 84.50; 1.68; 1.68; 0.48; 6.78; 253.82; 129.53; 225.17; 
18_11_2010; 13:12:15; 7.06; 992.54; 17564.00; 121.49; 250.71; 81.01; 3.28; 3.55; 3.17; 7.06; 249.53; 130.90; 222.29; 
18_11_2010; 13:36:15; 6.56; 992.54; 14452.00; 99.01; 271.14; 81.73; 7.08; 7.41; 6.69; 5.99; 268.75; 129.21; 225.91; 
18_11_2010; 14:00:15; 6.84; 992.54; 14938.50; 105.27; 236.38; 82.80; 6.42; 6.42; 4.78; 6.84; 256.97; 129.96; 223.45; 
18_11_2010; 14:24:15; 7.14; 992.54; 23914.00; 173.55; 267.38; 81.55; 2.19; 4.93; 3.71; 7.14; 259.03; 130.67; 222.96; 
18_11_2010; 14:48:15; 7.17; 992.54; 13576.50; 101.00; 250.03; 80.12; 3.54; 3.54; 3.54; 7.17; 250.03; 130.58; 221.89; 
18_11_2010; 15:12:15; 7.31; 992.54; 13284.50; 101.57; 251.78; 79.85; 4.48; 4.48; 4.31; 7.31; 245.71; 130.80; 221.16; 
18_11_2010; 15:36:15; 7.81; 992.54; 11777.2=; 103.56; 258.95; 77.97; 5.58; 5.69; 5.54; 7.81; 258.03; 132.23; 219.32; 
18_11_2010; 16:00:15; 6.87; 992.54; 5015.75; 36.98; 252.26; 81.01; 2.59; 3.54; 3.03; 6.87; 252.49; 130.12; 221.10; 
18_11_2010; 16:24:15; 6.62; 992.54; 1562.31; 14.79; 264.37; 82.35; 6.61; 6.98; 6.15; 6.45; 259.39; 128.58; 225.05; 
18_11_2010; 16:48:15; 6.37; 992.54; 161.73; 2.56; 256.24; 84.14; 3.24; 4.09; 3.72; 6.37; 256.32; 128.60; 226.43; 
18_11_2010; 17:12:15; 6.34; 992.54; 0.00; 1.42; 269.12; 84.95; 6.64; 8.48; 7.72; 6.15; 257.70; 128.60; 217.21; 
18_11_2010; 17:36:15; 6.12; 992.54; 0.00; 1.70; 244.90; 87.18; 5.32; 6.72; 6.17; 6.12; 241.33; 127.29; 224.94; 
18_11_2010; 18:00:15; 5.90; 992.54; 0.00; 1.42; 246.94; 89.51; 4.63; 5.74; 5.40; 5.90; 247.30; 126.96; 226.67; 
18_11_2010; 18:24:15; 5.98; 992.54; 0.00; 1.70; 243.45; 89.69; 4.00; 7.96; 4.90; 5.98; 234.74; 127.84; 226.45; 
18_11_2010; 18:48:15; 5.95; 992.54; 0.00; 1.70; 250.62; 89.96; 4.26; 4.26; 4.26; 5.95; 247.23; 127.33; 226.54; 
18_11_2010; 19:12:15; 5.98; 992.54; 0.00; 1.42; 238.51; 90.14; 1.85; 1.85; 1.85; 5.98; 238.31; 127.15; 221.76; 
18_11_2010; 19:36:15; 5.87; 992.54; 0.00; 1.42; 259.63; 91.92; 5.92; 6.44; 6.16; 5.87; 251.03; 127.31; 228.98; 
18_11_2010; 20:00:15; 5.82; 992.54; 0.00; 1.70; 257.98; 92.91; 3.13; 4.42; 3.58; 5.82; 258.07; 127.59; 223.55; 
18_11_2010; 20:24:15; 5.82; 992.54; 0.00; 1.13; 245.67; 93.71; 3.09; 3.87; 3.53; 5.82; 244.55; 127.29; 225.96; 
18_11_2010; 20:48:15; 5.93; 992.54; 0.00; 1.70; 235.80; 93.53; 4.52; 4.52; 3.62; 5.93; 238.80; 127.17; 221.05; 
18_11_2010; 21:12:15; 5.95; 992.54; 0.00; 1.70; 218.16; 94.25; 2.52; 2.52; 2.08; 5.95; 234.62; 126.92; 225.88; 
18_11_2010; 21:36:15; 6.01; 992.54; 0.00; 1.70; 234.83; 94.07; 4.75; 4.75; 2.69; 6.01; 238.58; 126.75; 217.35; 
18_11_2010; 22:00:15; 5.95; 992.54; 0.00; 1.42; 252.17; 94.97; 3.68; 3.70; 2.95; 5.95; 252.44; 127.39; 225.76; 
18_11_2010; 22:24:15; 6.04; 992.54; 0.00; 1.42; 249.36; 94.70; 3.53; 3.53; 3.53; 6.04; 249.36; 127.39; 224.87; 
18_11_2010; 22:48:15; 6.09; 992.54; 0.00; 0.85; 236.18; 94.34; 2.37; 2.66; 2.53; 6.09; 236.70; 127.80; 218.36; 
18_11_2010; 23:12:15; 6.06; 992.54; 0.00; 0.56; 244.32; 94.43; 3.08; 3.32; 3.20; 6.06; 244.27; 128.00; 217.61; 
18_11_2010; 23:36:15; 6.09; 992.54; 0.00; 1.42; 257.50; 94.52; 2.59; 2.59; 2.19; 6.09; 255.25; 127.82; 227.96; 
