weather_HB37; 14_11_2010;
 DATE;    TIME;     TE;    DR;     LX;    SO;    WR;     FE;     WG;     WS;      WD;      WC;     WV;       TK;      UH;   
14_11_2010; 04:48:15; 8.31; 980.62; 0.00; 0.00; 340.30; 92.37; 2.75; 2.88; 2.81; 8.31; 340.46; 132.54; 220.54; 
14_11_2010; 05:12:15; 8.80; 980.62; 0.00; 0.00; 337.25; 91.12; 0.00; 0.00; 0.00; 8.80; -099997.00; 133.17; 221.93; 
14_11_2010; 05:36:15; 8.78; 980.62; 0.00; 0.00; 326.98; 90.49; 2.71; 2.71; 2.71; 8.78; 326.98; 133.56; 225.13; 
14_11_2010; 06:00:15; 9.19; 980.62; 0.00; 0.00; 48.91; 89.69; 3.55; 3.67; 3.57; 9.19; 49.03; 134.70; 219.06; 
14_11_2010; 06:24:15; 9.55; 980.62; 0.00; 0.00; 159.14; 87.90; 4.04; 4.62; 4.19; 9.55; 159.49; 135.03; 223.72; 
14_11_2010; 06:48:15; 10.10; 980.62; 0.00; 0.00; 150.11; 84.86; 6.63; 9.09; 7.47; 9.95; 147.63; 136.28; 222.33; 
14_11_2010; 07:12:15; 10.43; 980.62; 0.00; 0.00; 170.79; 83.34; 5.64; 5.64; 4.96; 10.43; 157.14; 136.99; 221.14; 
14_11_2010; 07:36:15; 10.32; 980.62; 849.12; 2.56; 231.44; 84.14; 0.00; 1.36; 0.51; 10.32; 231.44; 137.33; 220.35; 
14_11_2010; 08:00:15; 10.49; 980.62; 3848.43; 33.57; 245.77; 83.07; 1.82; 2.68; 2.14; 10.49; 242.89; 138.01; 219.00; 
14_11_2010; 08:24:15; 11.82; 980.62; 6620.87; 68.85; 239.00; 77.61; 2.41; 2.92; 2.79; 11.82; 239.12; 140.76; 228.37; 
14_11_2010; 08:48:15; 12.52; 980.62; 11630.75; 88.76; 187.35; 75.29; 3.25; 5.02; 4.07; 12.52; 183.42; 144.57; 219.66; 
14_11_2010; 09:12:15; 13.49; 980.62; 16397.50; 119.21; 238.02; 72.60; 0.00; 0.00; 0.00; 13.49; -099997.00; 148.56; 223.09; 
14_11_2010; 09:36:15; 15.19; 980.62; 21336.50; 176.40; 216.42; 66.52; 5.45; 5.53; 5.49; 15.19; 210.75; 152.63; 224.91; 
14_11_2010; 10:00:15; 15.76; 980.62; 27167.50; 222.21; 239.48; 64.73; 5.38; 5.38; 4.50; 15.76; 240.49; 154.60; 222.32; 
14_11_2010; 10:24:15; 17.27; 980.62; 30886.00; 266.02; 248.87; 60.26; 2.43; 2.43; 2.21; 17.27; 239.66; 158.29; 221.92; 
14_11_2010; 10:48:15; 18.51; 980.62; 35195.00; 306.14; 226.11; 56.33; 2.98; 3.17; 3.01; 18.51; 194.75; 161.94; 223.82; 
14_11_2010; 11:12:15; 18.92; 980.62; 37604.00; 331.75; 161.07; 54.45; 4.55; 4.75; 4.38; 18.92; 161.25; 165.33; 222.74; 
14_11_2010; 11:36:15; 19.84; 980.62; 27970.00; 300.16; 236.57; 53.46; 0.00; 0.00; 0.00; 19.84; -099997.00; 167.02; 223.53; 
14_11_2010; 12:00:15; 20.13; 980.62; 40646.00; 353.08; 260.50; 49.26; 4.83; 6.63; 4.62; 20.13; 255.16; 166.89; 222.93; 
14_11_2010; 12:24:15; 19.59; 980.62; 40900.00; 351.09; 251.58; 48.81; 4.93; 5.35; 4.93; 19.59; 251.58; 163.66; 223.08; 
14_11_2010; 12:48:15; 20.18; 980.62; 39210.00; 336.01; 260.89; 47.02; 7.06; 9.96; 7.65; 19.91; 252.80; 165.42; 223.69; 
14_11_2010; 13:12:15; 20.23; 980.62; 37097.00; 302.44; 161.94; 47.56; 19.79; 19.79; 14.22; 16.55; 192.06; 166.32; 224.00; 
14_11_2010; 13:36:15; 20.67; 980.62; 32026.50; 270.57; 259.43; 47.47; 6.31; 10.54; 7.52; 20.67; 247.66; 166.77; 223.94; 
14_11_2010; 14:00:15; 20.33; 980.62; 20661.54; 150.22; 211.67; 49.08; 9.77; 16.92; 11.79; 19.08; 207.87; 166.03; 223.19; 
14_11_2010; 14:24:15; 20.33; 980.62; 20111.00; 118.92; 244.32; 50.06; 6.95; 6.95; 5.34; 20.11; 245.05; 165.88; 221.07; 
14_11_2010; 14:48:15; 20.38; 980.62; 11777.2=; 90.19; 245.29; 49.71; 8.44; 10.92; 9.30; 19.59; 245.97; 166.75; 223.53; 
14_11_2010; 15:12:15; 19.87; 980.62; 9685.25; 51.21; 278.27; 50.78; 8.20; 16.72; 11.30; 19.14; 226.28; 164.32; 222.90; 
14_11_2010; 15:36:15; 19.77; 980.62; 8177.37; 62.87; 241.12; 50.96; 7.12; 12.46; 9.22; 19.46; 234.73; 162.00; 223.05; 
14_11_2010; 16:00:15; 19.28; 980.62; 6085.87; 36.41; 237.25; 52.66; 5.79; 5.79; 5.79; 19.28; 236.82; 161.68; 226.66; 
14_11_2010; 16:24:15; 18.89; 980.62; 2729.68; 13.37; 211.96; 53.73; 3.96; 4.12; 4.04; 18.89; 211.53; 159.94; 219.58; 
14_11_2010; 16:48:15; 18.38; 980.62; 444.77; 0.00; 217.48; 55.88; 5.32; 5.32; 4.06; 18.38; 226.06; 158.80; 217.80; 
14_11_2010; 17:12:15; 18.07; 980.62; 0.00; 0.00; 206.64; 57.04; 3.72; 3.72; 3.31; 18.07; 207.45; 157.60; 222.59; 
14_11_2010; 17:36:15; 18.04; 980.62; 0.00; 0.00; 232.11; 57.31; 1.51; 1.59; 1.50; 18.04; 220.16; 157.49; 219.41; 
14_11_2010; 18:00:15; 18.12; 980.62; 0.00; 0.00; 210.90; 56.68; 2.36; 2.36; 2.20; 18.12; 211.18; 157.86; 228.08; 
14_11_2010; 18:24:15; 17.63; 980.62; 0.00; 0.00; 126.27; 59.10; 3.90; 4.11; 3.15; 17.63; 146.60; 156.52; 228.36; 
14_11_2010; 18:48:15; 17.30; 980.62; 0.00; 0.00; 139.07; 60.62; 3.34; 4.32; 3.94; 17.30; 129.26; 156.23; 220.19; 
14_11_2010; 19:12:15; 17.20; 980.64; 0.00; 0.00; 288.45; 61.60; 1.68; 1.68; 1.48; 17.20; 303.99; 155.93; 227.59; 
14_11_2010; 19:36:15; 17.43; 980.64; 0.00; 0.00; 248.19; 60.53; 1.99; 2.05; 1.99; 17.43; 248.19; 155.92; 226.79; 
14_11_2010; 20:00:15; 17.79; 981.01; 0.00; 0.00; 252.07; 59.28; 2.56; 2.95; 2.68; 17.79; 251.68; 156.51; 222.21; 
14_11_2010; 20:24:15; 16.86; 981.68; 0.00; 0.00; 233.86; 68.31; 10.68; 13.01; 11.38; 14.90; 237.42; 156.53; 225.71; 
14_11_2010; 20:48:15; 15.78; 982.37; 0.00; 0.00; 224.85; 74.48; 10.88; 11.82; 9.41; 13.62; 238.04; 152.34; 217.16; 
14_11_2010; 21:12:15; 15.22; 982.79; 0.00; 0.00; 266.02; 79.13; 13.50; 13.50; 10.89; 11.97; 250.83; 150.80; 217.25; 
14_11_2010; 21:36:15; 14.91; 983.21; 0.00; 0.00; 246.16; 82.08; 7.02; 7.63; 6.52; 14.55; 247.94; 149.68; 225.74; 
14_11_2010; 22:00:15; 14.65; 983.70; 0.00; 0.00; 260.01; 84.50; 6.54; 11.50; 8.91; 14.58; 228.56; 149.40; 218.36; 
14_11_2010; 22:24:15; 14.34; 984.14; 0.00; 0.00; 235.02; 85.66; 3.64; 5.46; 4.66; 14.34; 242.54; 147.76; 225.91; 
14_11_2010; 22:48:15; 13.44; 984.42; 0.00; 0.00; 181.16; 93.18; 7.26; 7.26; 7.26; 12.91; 181.16; 145.24; 226.79; 
14_11_2010; 23:12:15; 13.01; 984.89; 0.00; 0.00; 238.70; 96.04; 13.01; 13.01; 11.51; 9.55; 230.17; 143.74; 231.36; 
14_11_2010; 23:36:15; 12.49; 985.20; 0.00; 0.00; 266.02; 96.31; 5.23; 5.31; 4.67; 12.49; 260.97; 142.56; 229.22; 
